date,elec,gas,water
2023-09-22,49926.1,21616.2,1316.03
2023-09-24,49952.8,21618,1316.86
2023-09-25,49960.7,21618.5,1317.08
2023-09-26,49974.8,21619.6,1317.58
2023-09-27,49986.6,21620.1,1317.94
2023-09-28,49998.9,21620.9,1318.25
2023-09-29,50006.2,21621.6,1318.47
2023-09-30,50020,21622.3,1318.88
2023-10-01,50035.4,21623.1,1319.39
2023-10-02,50045.7,21623.9,1319.63
2023-10-03,50059.5,21624.7,1320.14
2023-10-04,50071.7,21625.6,1320.55
2023-10-05,50079.8,21626.2,1320.7
2023-10-06,50088.3,21626.7,1320.91
2023-10-07,50101.7,21627.7,1321.38
2023-10-08,50114.2,21628.7,1321.8
2023-10-10,50138.6,21630.1,1322.48
2023-10-11,50149.9,21630.6,1322.8
2023-10-12,50161,21631.5,1323.16
2023-10-13,50173.3,21632.3,1323.5
2023-10-14,50183.1,21633.1,1323.85
2023-10-15,50204,21633.9,1324.46
2023-10-16,50214.1,21634.4,1324.71
2023-10-17,50230.6,21635.3,1325.27
2023-10-18,50240.3,21636,1325.59
2023-10-19,50251,21636.6,1325.83
2023-10-21,50271.3,21638.8,1326.58
2023-10-22,50282.2,21639.8,1326.98
2023-10-23,50289.4,21640.4,1327.19
2023-10-24,50307,21641.6,1327.8
2023-10-25,50315.1,21642,1328.04
2023-10-26,50326.3,21642.9,1328.33
2023-10-27,50335.3,21643.8,1328.67
2023-10-28,50346,21644.7,1329.07
2023-10-29,50365.2,21645.9,1329.69
2023-10-30,50374.4,21646.6,1330.06
2023-10-31,50389.7,21647.4,1330.51
2023-11-04,50415.6,21648.8,1330.75
2023-11-05,50430.5,21649.7,1331.25
2023-11-06,50443.5,21650.5,1331.59
2023-11-07,50463.1,21651.6,1332.11
2023-11-08,50475.1,21652.4,1332.49
2023-11-09,50486,21654.3,1332.87
2023-11-10,50497,21655.1,1333.12
2023-11-11,50509,21656.2,1333.55
2023-11-12,50529.6,21658.7,1334.11
2023-11-13,50541.8,21659.9,1334.44
2023-11-14,50561.3,21660.8,1334.94
2023-11-15,50575.4,21661.8,1335.32
2023-11-16,50588.3,21662.8,1335.66
2023-11-17,50600.4,21664.3,1335.92
2023-11-18,50614.9,21665.7,1336.33
2023-11-19,50630.2,21666.7,1336.68
2023-11-20,50640.4,21667.5,1337
2023-11-21,50659.3,21668.3,1337.58
2023-11-22,50672.5,21670.3,1338
2023-11-23,50684.4,21671.5,1338.34
2023-11-24,50700,21674.2,1338.72
2023-11-25,50712.6,21675.2,1339.11
2023-11-26,50733.5,21677.4,1339.65
2023-11-27,50745.8,21679.3,1340
2023-11-28,50763.8,21681.3,1340.59
2023-11-29,50777.7,21682.9,1340.96
2023-11-30,50789.8,21685.5,1341.24
2023-12-01,50800.7,21688.5,1341.51
2023-12-02,50815.3,21693.1,1341.95
2023-12-03,50831.3,21698.2,1342.38
2023-12-04,50842.1,21701.3,1342.69
2023-12-05,50862.2,21704.5,1343.25
2023-12-06,50877.4,21706.7,1343.59
2023-12-07,50888.7,21709.2,1343.94
2023-12-08,50904.9,21712.1,1344.29
2023-12-09,50917.2,21714.7,1344.64
2023-12-10,50934,21716.3,1345.1
2023-12-11,50945.4,21717.2,1345.39
2023-12-12,50966.5,21718.3,1345.92
2023-12-13,50978.8,21719.1,1346.25
2023-12-14,50991,21720.9,1346.5
2023-12-16,51018,21725.3,1347.21
2023-12-17,51034.8,21729.3,1347.71
2023-12-18,51054.1,21731.3,1348.26
2023-12-19,51067.4,21732.8,1348.71
2023-12-20,51078.7,21734.3,1348.89
2023-12-21,51094.3,21735.7,1349.39
2023-12-22,51107.3,21738,1349.71
2023-12-23,51125.2,21739.9,1350.22
2023-12-24,51143.7,21741.5,1350.7
2023-12-27,51158.7,21741.5,1350.8
2023-12-28,51163.4,21743.5,1351
2023-12-29,51182.6,21746.8,1351.39
2023-12-30,51202.2,21749.5,1351.99
2023-12-31,51222.5,21752.3,1352.54
2024-01-01,51235.2,21754,1353
2024-01-02,51248.5,21755.2,1353.29
2024-01-03,51265.1,21756.5,1353.79
2024-01-04,51278.1,21758,1354.17
2024-01-05,51289.4,21759.5,1354.52
2024-01-06,51307,21762,1354.97
2024-01-07,51321.8,21765,1355.37
2024-01-08,51336.2,21767.5,1355.67
2024-01-09,51357.5,21771.3,1356.36
2024-01-10,51368.6,21775.5,1356.71
2024-01-12,51393.7,21781.1,1357.3
2024-01-13,51409.7,21785.6,1357.8
2024-01-14,51429.5,21789.7,1358.33
2024-01-15,51439.9,21792.2,1358.61
2024-01-16,51458.7,21796.1,1359.16
2024-01-17,51472.4,21798.6,1359.54
2024-01-18,51484.4,21800.2,1359.82
2024-01-20,51512.9,21806.9,1360.67
2024-01-21,51527.1,21809.8,1361.12
2024-01-23,51558.2,21812.1,1361.97
2024-01-24,51574.1,21813.4,1362.45
2024-01-25,51586.4,21814.1,1362.77
2024-01-26,51597.9,21815,1362.98
2024-01-27,51613.6,21817.4,1363.47
2024-01-28,51634.6,21820,1363.97
2024-01-29,51645.4,21820.8,1364.34
2024-01-30,51666.7,21822.1,1364.91
2024-01-31,51679.5,21823,1365.33
2024-02-01,51693,21824,1365.64
2024-02-02,51706,21824.8,1365.94
2024-02-03,51722.3,21826,1366.43
2024-02-04,51738.1,21827.3,1366.86
2024-02-05,51751.6,21828.1,1367.25
2024-02-06,51769.8,21829.4,1367.8
2024-02-07,51783.4,21830.5,1368.27
2024-02-08,51795.7,21831.1,1368.51
2024-02-09,51805.6,21832,1368.85
2024-02-10,51822.6,21833.5,1369.33
2024-02-11,51840.2,21834.6,1369.77
2024-02-12,51851.5,21835.2,1370.11
2024-02-13,51872.7,21836.4,1370.78
2024-02-15,51890.9,21837.5,1371.01
2024-02-16,51894.6,21837.5,1371.13
2024-02-17,51911.2,21838.7,1371.6
2024-02-18,51930.2,21840,1372.14
2024-02-19,51943.3,21841,1372.6
2024-02-20,51959.4,21842.2,1373.01
2024-02-21,51973.1,21843.6,1373.47
2024-02-22,51988.7,21844.5,1373.85
2024-02-23,52002.3,21846.6,1374.14
2024-02-24,52017.6,21848.2,1374.54
2024-02-25,52037.8,21850.4,1375.09
2024-02-26,52049.3,21851.4,1375.3
2024-02-27,52070.6,21852.4,1376.05
2024-02-28,52083.3,21853.4,1376.45
2024-02-29,52097.1,21854.5,1376.77
2024-03-01,52110.1,21855.4,1377.09
2024-03-02,52123.6,21856.8,1377.5
2024-03-03,52139.4,21857.7,1377.89
2024-03-04,52150,21858.6,1378.2
2024-03-05,52171.2,21859.8,1378.8
2024-03-06,52181.6,21860.6,1379.08
2024-03-07,52195.6,21861.5,1379.38
2024-03-08,52209,21862.6,1379.72
2024-03-09,52223.7,21864.3,1380.21
2024-03-10,52243.7,21865.2,1380.7
2024-03-11,52253.6,21866.2,1380.93
2024-03-12,52276.2,21867.7,1381.6
2024-03-13,52288.5,21868.3,1381.84
2024-03-14,52298.7,21869.3,1382.19
2024-03-15,52308.5,21870,1382.47
2024-03-16,52324.2,21871.4,1382.97
2024-03-17,52338,21872.5,1383.34
2024-03-18,52349.4,21873.6,1383.72
2024-03-19,52371.1,21874.6,1384.26
2024-03-20,52387.4,21875.6,1384.65
2024-03-21,52396.1,21876.3,1384.84
2024-03-22,52407.6,21876.8,1385.09
2024-03-24,52442,21879.1,1386.06
2024-03-25,52453.4,21880,1386.33
2024-03-26,52470.6,21881.4,1386.98
2024-03-27,52485,21882.3,1387.33
2024-03-28,52495.2,21883.2,1387.72
2024-03-29,52509.8,21884.4,1388.07
2024-03-30,52519.8,21885.5,1388.34
2024-04-05,52529.8,21885.5,1388.34
2024-04-06,52550.1,21887.1,1388.71
2024-04-07,52563.9,21888.3,1389.23
2024-04-08,52573.9,21889.1,1389.53
2024-04-09,52590.4,21890.2,1390.04
2024-04-10,52599.9,21890.9,1390.35
2024-04-11,52611.4,21891.7,1390.61
2024-04-12,52630.9,21893.9,1391.31
2024-04-14,52646.6,21894.9,1391.88
2024-04-17,52676.9,21897,1392.5
2024-04-18,52692.4,21898.5,1393.13
2024-04-19,52707.4,21899.5,1393.48
2024-04-20,52726.1,21900,1394.01
2024-04-21,52740.4,21901.1,1394.36
2024-04-22,52751.3,21902,1394.67
2024-04-30,52843.8,21908.8,1397.16
2024-05-01,52852.8,21910.2,1397.66
2024-05-02,52861.9,21910.8,1397.96
2024-05-04,52883.4,21912.7,1398.62
2024-05-05,52903.2,21914.3,1399.21
2024-05-06,52912.5,21914.9,1399.5
2024-05-08,52945.5,21917.1,1400.55
2024-05-09,52957.6,21918.4,1400.95
2024-05-11,52974.4,21920.3,1401.65
2024-05-12,52984.5,21921.1,1401.95
2024-05-13,52991.2,21922,1402.18
2024-05-14,52999.6,21922.9,1402.55
2024-05-15,53010,21923.9,1403.03
2024-05-16,53026,21924.7,1403.39
2024-05-17,53033.2,21925.3,1403.65
2024-05-19,53054.1,21927.7,1404.57
2024-05-20,53064.8,21929,1405.05
2024-05-28,53093.2,21929.3,1405.24
2024-05-29,53106.6,21931,1405.68
2024-05-30,53122.3,21931.6,1406.02
2024-06-01,53149,21933.4,1406.62
2024-06-03,53186.6,21935.5,1407.58
2024-06-06,53215.7,21938.5,1408.77
2024-06-08,53234.7,21940.5,1409.43
2024-06-09,53246.3,21941.6,1409.8
2024-06-10,53257.5,21942.4,1410.01
2024-06-11,53273.5,21943.3,1410.64
2024-06-12,53284.8,21944.2,1411
2024-06-15,53309.5,21946.8,1412.03
2024-06-17,53339.4,21948.6,1412.96
2024-06-18,53350.4,21949.4,1413.3
2024-06-22,53392.4,21953.4,1415.01
2024-06-23,53405,21954.2,1415.37
2024-06-24,53420.2,21955,1415.66
2024-06-25,53435.7,21955.9,1416.21
2024-06-27,53454.8,21957.5,1416.83
2024-07-01,53503,21960.6,1418.19
2024-07-03,53537.4,21962.6,1419.2
2024-07-04,53546.1,21963.3,1419.4
2024-07-08,53585.5,21967,1420.83
2024-07-09,53600.9,21967.8,1421.41
2024-07-12,53628.6,21970.1,1422.23
2024-07-15,53670,21972.8,1423.47
2024-07-16,53686.8,21973.7,1424.09
2024-07-18,53705.5,21975.1,1424.73
2024-07-22,53744.7,21978.2,1425.97
2024-07-24,53772.2,21980.1,1426.99
2024-07-25,53780.5,21980.6,1427.2
2024-07-28,53807.9,21982.8,1428.13
2024-07-29,53825.1,21984,1428.71
2024-08-06,53860,21986.6,1429.04
2024-08-08,53888.6,21988.3,1429.91
2024-08-13,53945.6,21992,1431.77
2024-08-18,54008.3,21995.8,1433.53
2024-08-21,54052.6,21998.2,1434.75
2024-08-30,54091.7,21999.7,1435.06
2024-09-02,54127.2,22001.4,1436.03
2024-09-05,54163.8,22003.6,1437.05
2024-09-09,54215.8,22007,1438.5
2024-09-10,54227,22007.8,1438.95
2024-09-12,54255.6,22009.5,1439.72
2024-09-15,54292.9,22012.3,1440.79
2024-09-18,54336,22015.3,1442.09
2024-09-19,54345.2,22015.8,1442.36
2024-09-21,54368.9,22017.5,1443.12
2024-09-24,54409.1,22020.5,1444.36
2024-09-25,54422.2,22021.3,1444.78
2024-09-30,54484.2,22026.1,1446.48
2024-10-05,54558.1,22030.7,1448.54
2024-10-07,54587,22032.6,1449.27
2024-10-08,54604,22033.4,1449.83
2024-10-14,54691.3,22039.7,1452
2024-10-19,54763.3,22044.2,1454.21
2024-10-20,54777.5,22045,1454.69
2024-10-21,54786.8,22045.8,1454.96
2024-10-24,54830.7,22048.4,1456.12
2024-10-28,54888.2,22052.3,1457.72
2024-11-01,54907.3,22053.6,1457.87
2024-11-04,54954.9,22056.3,1458.9
2024-11-06,54977,22057.7,1459.71
2024-11-09,55032.2,22060.9,1461.07
2024-11-11,55072.9,22063,1461.95
2024-11-14,55125.2,22070.8,1463.37
2024-11-15,55138.1,22071.9,1463.65
2024-11-16,55156.5,22074.8,1464.11
2024-11-18,55184.2,22077,1464.84
2024-11-19,55200,22078,1465.38
2024-11-20,55222,22079.4,1465.94
2024-11-21,55235.3,22080.7,1466.27
2024-11-24,55284.5,22085.4,1467.43
2024-11-25,55297.8,22086.6,1467.8
2024-11-27,55337.1,22089.2,1468.93
2024-11-28,55350.5,22089.9,1469.17
2024-11-30,55382.4,22093.9,1470.01
2024-12-01,55400.5,22096.5,1470.45
2024-12-02,55414.4,22098.4,1470.75
2024-12-05,55463.6,22103.4,1471.9
2024-12-08,55518.9,22108.4,1473.13
2024-12-10,55551.5,22113,1474
2024-12-11,55568.3,22115.9,1474.39
2024-12-12,55581.3,22119,1474.69
2024-12-14,55610.6,22125.6,1475.34
2024-12-15,55628.6,22128.3,1475.8
2024-12-16,55641.1,22129.7,1476.09
2024-12-19,55692.5,22132.9,1477.41
2024-12-22,55746.2,22141.7,1479.21
2024-12-23,55762.3,22143.7,1479.68
2024-12-24,55780.9,22146.2,1480.09
2024-12-28,55809.8,22150.2,1480.4
2024-12-29,55834.9,22158.8,1481.01
2024-12-30,55852,22165.5,1481.36
2024-12-31,55866.4,22172.2,1481.62
2025-01-01,55881.8,22176.8,1482.07
2025-01-02,55904.8,22179.5,1482.65
2025-01-05,55957.7,22190,1483.83
2025-01-06,55971.4,22190.9,1484.2
2025-01-07,55992.1,22192.2,1484.75
2025-01-08,56008.1,22194.9,1485.15
2025-01-09,56022.9,22196.4,1485.46
2025-01-11,56054.4,22203.5,1486.27
2025-01-13,56084.3,22211.5,1487
2025-01-14,56106,22214.6,1487.56
2025-01-16,56134.7,22218.6,1488.22
2025-01-19,56188.2,22227.6,1489.48
2025-01-21,56221.7,22233.2,1490.38
2025-01-22,56238.9,22235.7,1490.8
2025-01-26,56305.8,22242,1492.31
2025-01-27,56320,22243.3,1492.64
2025-01-28,56339.6,22245.5,1493.18
2025-02-02,56425.1,22260.6,1495.22
2025-02-03,56437.2,22264.4,1495.49
2025-02-04,56461.3,22267.6,1496.34
2025-02-05,56473,22270.6,1496.66
2025-02-08,56514.5,22281.2,1497.65
2025-02-10,56546.8,22285.5,1498.47
2025-02-12,56581.5,22288.7,1499.31
2025-02-13,56596.3,22291.7,1499.77
2025-02-16,56649.8,22304.5,1501.12
2025-02-17,56663,22307.8,1501.48
2025-02-18,56683.8,22311.6,1502.03
2025-02-20,56713.2,22316.3,1502.69
2025-02-22,56745.5,22320.6,1503.63
2025-02-23,56760.8,22322.3,1504.06
2025-02-25,56796.5,22325.2,1505.03
2025-02-27,56822.8,22328.6,1505.66
2025-03-01,56855.8,22333.1,1506.61
2025-03-04,56882.4,22335.7,1507.08
2025-03-05,56901.2,22338.5,1507.46
2025-03-07,56931.1,22342.7,1508.23
2025-03-09,56968.2,22346.3,1509.25
2025-03-11,57000.2,22348.4,1510.03
2025-03-15,57059.9,22353.7,1511.59
2025-03-20,57140.3,22360.1,1513.59
2025-03-23,57184.2,22363.7,1514.81
2025-03-29,57275.8,22371,1517.24
2025-04-01,57332.4,22375.1,1518.62
2025-04-02,57336.4,22376,1519
2025-04-10,57451,22385.4,1522.67
2025-04-12,57472.9,22387.6,1523.45
2025-04-14,57498.6,22390.3,1524.37
2025-04-19,57531.4,22392.1,1524.67
2025-04-24,57553.2,22394.1,1525.08
2025-04-26,57582.3,22396.5,1525.91
2025-04-28,57606.4,22398.7,1526.61
2025-04-30,57631.9,22401.1,1527.63
2025-05-03,57659.4,22404.7,1528.8
2025-05-13,57795.2,22416.4,1532.46
2025-05-23,57895.8,22427.4,1536.3
2025-05-25,57925.2,22430,1537.44
2025-06-01,57996,22436.9,1540.08
2025-06-03,58015.3,22439,1540.82
2025-06-09,58093.7,22445.2,1543.23
2025-06-21,58156.1,22449,1544.55
2025-06-28,58230.5,22455.3,1547.34
2025-07-07,58343.8,22462.9,1550.71
2025-07-12,58391.4,22467.9,1552.62
2025-07-27,58557.9,22483.6,1558.62
2025-08-02,58624.1,22488.9,1560.67
2025-08-03,58639.6,22489.9,1561.07
2025-08-09,58685.5,22494.1,1562.19
2025-08-15,58746.6,22500.5,1564.58
2025-08-21,58818.7,22505.3,1566.56
2025-08-24,58846,22508.4,1567.66
2025-08-27,58880.1,22511.3,1568.82
2025-08-30,58909.2,22514,1569.61
2025-09-09,58974.4,22517,1570.58
2025-09-16,59056.2,22523.5,1572.93
2025-09-22,59109.3,22529.6,1575.02
2025-09-27,59179.9,22535.6,1577.12
2025-10-06,59287,22543.9,1580.19
2025-10-09,59341.2,22548.5,1581.75
2025-10-16,59457.7,22556.4,1584.53
2025-10-20,59516.2,22560.7,1585.99
2025-10-28,59655.5,22570.5,1589.47
2025-11-05,59757.9,22578.6,1591.71
2025-11-07,59786.4,22581.9,1592.23
2025-11-13,59915.3,22591.3,1594.6
2025-11-17,59989.6,22597.3,1596
2025-11-19,60030,22601,1597.05
2025-11-22,60083.5,22613.2,1598.45
2025-11-26,60169.9,22623.5,1600.19
2025-11-27,60183.2,22627.4,1600.48
2025-11-30,60235.2,22634.5,1601.76
2025-12-01,60249.1,22636,1602.08
2025-12-07,60363,22653.7,1604.66
2025-12-08,60375.7,22655.4,1604.93
2025-12-11,60426.7,22660.2,1606.08
2025-12-17,60526.1,22679.1,1608.52
2025-12-21,60597.5,22690.9,1610.08
2025-12-22,60611.6,22693.9,1610.35
2025-12-28,60720.4,22723.1,1612.96
2026-01-01,60766,22734.8,1613.69
2026-01-04,60823.9,22753.8,1615.14
2026-01-06,60865.8,22765.6,1616.08
2026-01-07,60881.2,22770.9,1616.47
2026-01-08,60894.1,22772.9,1616.7
2026-01-10,60945.2,22780.9,1617.66
2026-01-14,61033.4,22794.3,1619.37
2026-01-19,61150.4,22812.9,1621.43
2026-01-21,61197.6,22821.8,1622.56
2026-02-03,61641.9,22872.3,1628.15
2026-02-11,61899.8,22890.5,1631.95
2026-02-12,61913.4,22892.5,1632.34
2026-02-15,61970.3,22901.5,1633.72
2026-02-21,62049.5,22917,1635.5
2026-02-23,62083,22922,1636.37
2026-02-25,62136.9,22928,1637.62
2026-03-02,62216.1,22935.8,1639.49
2026-03-05,62272.2,22941.7,1640.99
2026-03-08,62315.3,22947.7,1642.21
2026-03-30,62694.9,22989.8,1651.64
2026-04-18,62988.3,23016.4,1659.62
2026-04-25,63085.6,23025.3,1662.56
2026-05-01,63180.2,23032.8,1665.3
2026-05-10,63315.3,23044.1,1669.47
2026-05-16,63413.1,23051.1,1672.39
2026-05-24,63526,23060.1,1676.5
2026-05-28,63585.2,23065.1,1678.94
2026-06-06,63634.6,23067.3,1679.62
2026-06-24,63734.1,23085,1687.69
2026-06-29,63761.8,23088.7,1689.72
2026-06-30,63767.3,23090.3,1690.53
2026-07-01,63772.8,23090.7,1691.01
2026-07-02,63778.4,23090.7,1691.56
2026-07-03,63783.9,23090.7,1691.82
2026-07-04,63789.4,23090.7,1692.19
2026-07-05,63794.9,23091,1692.59
2026-07-06,63800.5,23091.4,1692.96
2026-07-07,63806,23091.4,1693.55
