date,tmax,tmit,tmin,rain,sunshine
2020-09-02,19.1,13.7,10.0,0.01,5.1
2020-09-03,22.0,15.1,7.6,0.02,8.9
2020-09-04,26.6,19.3,13.3,0.01,9.9
2020-09-05,27.2,19.6,11.6,0.59,6.1
2020-09-06,19.3,15.6,12.9,9.9,2.2
2020-09-07,18.3,14.0,10.1,0.19,1.2
2020-09-08,21.4,13.8,8.7,0.14,6.4
2020-09-09,24.7,16.8,7.6,0.01,9.6
2020-09-10,24.2,17.7,11.8,0.02,9.7
2020-09-11,24.0,16.4,12.0,0,6.0
2020-09-12,25.6,19.7,10.3,0.01,10.7
2020-09-13,26.6,20.7,10.6,0,9.5
2020-09-14,26.6,17.4,9.2,0,9.2
2020-09-15,28.3,18.8,10.7,0,8.9
2020-09-16,26.8,19.4,12.8,0,8.3
2020-09-17,23.7,19.0,13.3,0,4.7
2020-09-18,20.2,15.3,9.8,0.02,5.3
2020-09-19,22.8,13.9,5.1,0,10.1
2020-09-20,23.1,14.7,7.4,0,9.9
2020-09-21,24.1,18.2,8.4,0,9.0
2020-09-22,25.1,17.0,9.6,1.03,7.0
2020-09-23,20.5,15.8,12.0,27.7,1.0
2020-09-24,21.6,16.0,10.4,1.55,3.8
2020-09-25,13.5,9.2,5.5,33.13,0.0
2020-09-26,7.6,7.0,6.4,5.37,0.0
2020-09-27,15.6,9.8,3.8,0.27,9.1
2020-09-28,10.2,7.1,2.9,0.97,0.0
2020-09-29,12.0,10.1,6.6,2.59,0.2
2020-09-30,17.5,12.1,6.0,0.07,3.3
2020-10-01,19.1,11.3,3.7,0,9.4
2020-10-02,18.0,14.0,8.0,0.01,1.1
2020-10-03,21.0,12.6,3.7,3.84,1.3
2020-10-04,17.8,10.3,3.8,0.14,5.3
2020-10-05,15.1,11.0,8.2,5.68,2.1
2020-10-06,14.2,11.5,9.2,12.28,0.6
2020-10-07,14.2,10.2,8.1,5.24,1.5
2020-10-08,18.0,12.4,7.9,0.37,7.6
2020-10-09,19.5,13.7,8.7,0,6.2
2020-10-10,13.0,9.4,6.2,6.05,0.0
2020-10-11,10.3,7.0,5.2,3.05,1.4
2020-10-12,8.7,6.6,2.5,2.7,1.3
2020-10-13,10.5,6.5,4.3,0.36,0.5
2020-10-14,8.5,5.9,3.9,0.99,0.2
2020-10-15,8.2,6.8,5.5,3.21,0.0
2020-10-16,9.4,7.1,6.6,9.58,0.0
2020-10-17,8.8,6.4,5.5,0,0.0
2020-10-18,11.9,7.5,4.4,0.33,3.1
2020-10-19,13.4,3.4,0.8,0,1.1
2020-10-20,14.3,5.4,-1.3,0,5.6
2020-10-21,19.3,12.3,3.7,0.02,4.7
2020-10-22,16.4,10.8,5.3,0,0.8
2020-10-23,18.4,14.8,10.7,0.96,0.1
2020-10-24,14.4,11.0,5.1,11.03,0.1
2020-10-25,17.0,8.2,1.4,0,7.2
2020-10-26,8.8,6.7,4.0,14.71,0.0
2020-10-27,11.7,5.6,1.5,2.16,1.0
2020-10-28,15.2,7.9,0.4,0,1.1
2020-10-29,11.6,9.9,8.3,14.48,0.2
2020-10-30,14.1,11.7,8.8,1.31,1.3
2020-10-31,16.6,10.9,3.7,0,6.9
2020-11-01,15.7,9.7,2.7,4.4,0.5
2020-11-02,22.3,16.7,13.0,0,1.5
2020-11-03,16.8,12.2,8.4,5.94,0.1
2020-11-04,9.3,7.9,6.5,0.6,0.1
2020-11-05,11.9,7.5,3.1,0,2.7
2020-11-06,8.3,3.6,-0.4,0,1.3
2020-11-07,6.1,3.8,2.1,0.47,0.0
2020-11-08,10.3,3.6,-0.3,0.21,3.6
2020-11-09,4.8,2.8,1.3,0.38,0.4
2020-11-10,4.5,3.0,1.4,0.25,0.5
2020-11-11,8.4,5.7,4.0,0.08,0.6
2020-11-12,19.2,7.5,4.3,0,0.3
2020-11-13,15.9,5.9,1.9,0,3.5
2020-11-14,16.5,8.9,2.0,0,3.8
2020-11-15,15.1,7.8,-0.4,0,5.2
2020-11-16,11.9,9.7,2.7,4.97,1.7
2020-11-17,12.7,2.8,2.6,0.01,4.7
2020-11-18,14.1,4.7,-1.1,0,6.7
2020-11-19,14.0,6.8,0.2,1.05,0.9
2020-11-20,10.9,7.7,2.7,4.97,0.4
2020-11-21,5.3,-1.0,-5.2,0,6.1
2020-11-22,8.5,0.8,-5.2,0,6.2
2020-11-23,7.3,4.3,1.0,1,0.1
2020-11-24,5.0,3.0,2.6,0.01,0.0
2020-11-25,2.7,0.5,-0.1,0,0.0
2020-11-26,2.9,0.6,-0.8,0.03,0.0
2020-11-27,0.4,-1.0,-2.0,0,0.0
2020-11-28,0.2,-1.3,-2.4,0.01,0.0
2020-11-29,2.6,-0.8,-4.9,0,2.9
2020-11-30,2.3,-2.7,-7.6,0,3.0
2020-12-02,-0.2,-2.6,-4.2,0.02,0.0
2020-12-03,3.2,-2.6,-5.7,0,1.3
2020-12-04,3.7,-1.6,-5.4,0,0.5
2020-12-05,2.6,0.8,-1.4,2.41,0.0
2020-12-06,3.8,1.2,-1.0,0,0.0
2020-12-07,5.8,1.8,-1.5,0.19,3.5
2020-12-08,1.8,-0.4,-3.5,0,0.1
2020-12-09,0.9,0.4,-0.3,5.04,0.0
2020-12-10,1.6,0.6,0.1,0,0.1
2020-12-11,1.2,0.2,-1.4,0,0.0
2020-12-12,4.6,2.1,-0.7,0.94,0.0
2020-12-13,5.2,4.4,1.9,2.98,0.0
2020-12-14,5.5,2.0,-1.0,0,4.3
2020-12-15,3.1,1.8,0.5,0,0.1
2020-12-16,4.3,2.1,1.1,0,0.0
2020-12-17,5.6,1.4,-0.6,0,1.5
2020-12-18,3.4,0.0,-1.5,0,2.7
2020-12-19,-0.7,-1.4,-2.2,0,0.0
2020-12-20,-0.4,-1.2,-2.1,0,0.0
2020-12-21,4.8,2.3,-0.5,1.29,0.3
2020-12-22,13.6,10.8,4.7,5.5,0.1
2020-12-23,13.5,10.8,8.5,1.2,0.0
2020-12-24,10.1,7.0,4.2,10.86,0.7
2020-12-25,4.4,1.4,-0.5,3.91,0.0
2020-12-26,2.1,-1.5,-6.0,0.01,4.3
2020-12-27,0.0,-4.0,-7.8,0,3.2
2020-12-28,1.5,0.2,-2.9,1.89,0.0
2020-12-29,7.3,1.4,-1.7,0.01,2.7
2020-12-30,4.1,1.0,-2.8,0,0.6
2020-12-31,4.8,-0.2,-3.8,0,5.5
2021-01-01,3.6,-1.1,-4.7,0,3.4
2021-01-02,0.0,-1.6,-2.9,0,0.0
2021-01-03,0.4,-0.8,-2.4,0.09,0.0
2021-01-04,0.0,-1.0,-1.7,0,0.0
2021-01-05,-0.2,-1.2,-2.0,0.02,0.0
2021-01-06,-0.5,-0.9,-1.9,7.06,0.0
2021-01-07,2.7,-0.4,-1.8,0.1,1.1
2021-01-08,1.7,-0.4,-1.6,0.03,0.0
2021-01-09,1.4,-2.1,-10.4,0,1.8
2021-01-10,-3.9,-7.1,-9.8,0,0.2
2021-01-11,-5.8,-7.6,-10.3,0,0.0
2021-01-12,2.4,-1.0,-8.2,4.32,0.0
2021-01-13,2.5,0.5,-1.4,0.32,4.6
2021-01-14,1.9,-0.3,-5.1,0.55,0.0
2021-01-15,-2.1,-3.9,-6.2,0.03,1.6
2021-01-16,-0.3,-2.7,-6.1,0.04,1.2
2021-01-17,-1.0,-3.3,-6.1,5.06,0.0
2021-01-18,1.7,0.8,-1.0,0.62,0.0
2021-01-19,5.3,1.3,-4.9,3.73,3.2
2021-01-20,9.3,1.3,-4.1,0,4.7
2021-01-21,10.4,1.0,-4.7,0,3.9
2021-01-22,11.5,5.4,-0.1,0,4.3
2021-01-23,3.6,1.3,-1.7,2.22,0.0
2021-01-24,2.5,0.2,-4.5,0.3,3.0
2021-01-25,-0.5,-2.8,-6.8,5.57,0.0
2021-01-26,0.5,-0.8,-2.2,0.73,0.0
2021-01-27,1.5,-1.2,-6.8,0.41,0.7
2021-01-28,8.8,4.5,1.1,10.71,0.0
2021-01-29,11.3,7.5,5.2,6.85,1.9
2021-01-30,9.1,5.2,1.1,8.93,1.2
2021-01-31,1.0,-0.4,-1.6,0.86,0.0
2021-02-01,6.6,2.7,-1.2,2.13,0.2
2021-02-02,10.7,8.0,4.9,8.21,0.1
2021-02-03,10.8,8.7,7.3,11.88,0.0
2021-02-04,11.4,8.1,5.0,0,7.3
2021-02-05,12.4,7.0,2.9,0.12,2.2
2021-02-06,7.4,5.1,3.0,0,0.0
2021-02-07,3.7,2.2,0.2,10.45,0.1
2021-02-08,7.1,2.5,0.1,0.81,3.9
2021-02-09,0.0,-1.0,-1.6,0.12,0.0
2021-02-10,-0.5,-2.7,-8.5,3.31,0.0
2021-02-11,-5.1,-9.7,-15.3,0.04,8.1
2021-02-12,-3.8,-9.4,-16.0,0.01,7.9
2021-02-13,-3.2,-8.5,-13.5,0,8.4
2021-02-14,1.0,-8.2,-16.2,0,8.4
2021-02-15,1.2,-5.3,-15.2,1.13,3.3
2021-02-16,9.5,4.3,0.3,0.68,0.7
2021-02-17,10.8,6.3,-0.3,3.71,2.1
2021-02-18,11.9,4.3,-2.0,0,6.8
2021-02-19,10.4,6.7,1.5,1.49,2.0
2021-02-20,15.6,6.4,-0.8,0,8.7
2021-02-21,11.1,3.2,-2.2,0,6.1
2021-02-22,13.8,4.4,-0.5,0,4.4
2021-02-23,17.0,5.9,-1.1,0,7.7
2021-02-24,18.2,7.2,-1.0,0.01,8.0
2021-02-25,19.8,7.6,-1.1,0,8.6
2021-02-26,16.8,9.1,0.4,1.46,8.3
2021-02-27,8.7,3.5,-1.6,1.57,1.3
2021-02-28,9.3,2.5,-2.6,0,9.4
2021-03-01,13.1,4.5,-4.1,0,9.5
2021-03-02,13.9,4.7,-3.0,0,9.7
2021-03-03,11.9,3.6,-3.5,0,1.5
2021-03-04,14.6,7.9,0.8,3.58,3.1
2021-03-05,5.6,2.5,-2.2,4.03,0.0
2021-03-06,5.4,-0.1,-4.4,0,10.2
2021-03-07,8.9,1.7,-6.8,0.96,8.1
2021-03-08,7.6,1.9,-3.0,0,10.2
2021-03-09,6.9,4.0,-4.6,0.12,8.1
2021-03-10,7.2,2.7,-0.4,0.61,1.1
2021-03-11,16.2,10.7,0.1,4.95,1.4
2021-03-12,11.1,6.7,3.9,2.91,5.7
2021-03-13,12.7,7.7,4.1,2.41,0.9
2021-03-14,6.0,3.2,0.7,2.93,2.3
2021-03-15,5.0,2.9,1.2,3.88,0.3
2021-03-16,5.2,3.0,0.3,1.46,0.6
2021-03-17,5.8,0.8,-1.9,9.53,1.8
2021-03-18,5.5,0.7,-3.4,0.2,4.9
2021-03-19,4.4,0.1,-1.3,2.2,1.5
2021-03-20,1.4,-1.6,-3.0,0.11,3.9
2021-03-21,1.7,0.3,-1.6,0.09,0.0
2021-03-22,5.6,2.5,0.8,0.25,2.8
2021-03-23,6.7,3.0,-0.8,0,2.4
2021-03-24,13.8,4.7,-2.7,0,11.1
2021-03-25,16.8,7.6,-2.1,0,10.9
2021-03-26,18.3,12.0,0.6,0,9.3
2021-03-27,11.3,8.6,4.0,1.43,3.9
2021-03-28,15.0,8.5,1.7,0,10.0
2021-03-29,19.6,10.3,0.3,0.01,10.8
2021-03-30,21.5,10.8,-0.2,0.16,11.5
2021-03-31,22.4,11.6,0.9,0.02,11.6
2021-04-01,23.1,13.4,3.1,2.44,8.9
2021-04-02,14.0,8.5,3.7,0.07,7.1
2021-04-03,8.5,4.9,0.8,0.01,2.8
2021-04-04,11.4,5.2,-1.9,0.04,10.9
2021-04-05,15.0,5.6,-2.3,1.9,6.9
2021-04-06,4.0,-0.5,-3.5,0.46,5.0
2021-04-07,3.7,-0.1,-2.5,3.74,4.5
2021-04-08,6.9,3.0,-1.4,1.24,5.0
2021-04-09,17.8,7.3,-3.5,0.01,7.5
2021-04-10,17.4,10.9,1.4,0.02,8.8
2021-04-11,19.7,12.1,3.5,0.09,6.3
2021-04-12,9.4,3.3,0.5,4.87,0.0
2021-04-13,6.4,2.5,-0.6,1.24,2.3
2021-04-14,6.8,2.4,-2.3,0.01,3.8
2021-04-15,7.5,1.9,-3.2,0.15,7.8
2021-04-16,7.9,4.2,-4.5,0,5.1
2021-04-17,6.8,3.8,-0.9,0.14,0.2
2021-04-18,7.5,4.8,2.5,0.06,0.0
2021-04-19,12.8,6.5,3.3,4.7,3.3
2021-04-20,13.1,7.8,4.0,1.46,2.4
2021-04-21,16.6,8.9,0.0,0.19,11.7
2021-04-22,14.3,8.4,0.6,0.01,7.9
2021-04-23,15.4,7.7,-2.0,0.05,9.8
2021-04-24,18.2,8.9,-1.3,0.02,12.8
2021-04-25,15.4,11.5,2.1,0.03,10.0
2021-04-26,14.8,8.9,2.1,0,12.9
2021-04-27,16.8,9.7,1.5,0,12.9
2021-04-28,20.3,11.2,0.6,0.04,10.9
2021-04-29,15.8,12.2,9.3,2.2,0.1
2021-04-30,18.8,10.8,6.5,4.06,6.6
2021-05-01,12.6,9.0,6.2,12.38,0.5
2021-05-02,10.3,6.0,4.1,17.23,2.1
2021-05-03,13.3,7.8,3.3,0.02,10.1
2021-05-04,18.0,11.6,1.8,0.02,6.7
2021-05-05,12.0,6.8,4.1,8.21,4.7
2021-05-06,11.8,7.9,4.8,12.06,1.3
2021-05-07,11.0,7.0,0.4,8.88,3.1
2021-05-08,17.7,9.0,-1.1,0.07,10.7
2021-05-09,26.4,16.9,4.1,0.07,12.5
2021-05-10,29.2,16.1,9.2,1.03,8.9
2021-05-11,17.9,14.4,9.9,2.23,1.1
2021-05-12,10.6,9.7,8.8,27.46,0.0
2021-05-13,13.6,10.1,8.5,11.97,0.0
2021-05-14,17.5,11.8,5.7,0.75,7.6
2021-05-15,16.6,11.6,7.5,3.2,4.9
2021-05-16,17.7,11.5,5.9,0.47,3.8
2021-05-17,14.7,10.8,8.3,2.01,4.4
2021-05-18,14.2,10.6,8.2,3.66,5.9
2021-05-19,13.8,9.3,7.0,7.81,4.4
2021-05-20,15.3,9.9,6.2,1.51,5.3
2021-05-21,16.9,10.4,5.3,10.41,0.2
2021-05-22,17.4,11.8,6.7,5.16,11.7
2021-05-23,15.8,10.3,6.8,4.22,7.1
2021-05-24,18.2,11.2,5.6,6.61,0.5
2021-05-25,15.3,11.1,7.4,1.76,9.6
2021-05-26,15.7,11.4,6.2,3.74,1.2
2021-05-27,15.5,9.6,7.7,5.48,3.2
2021-05-28,16.5,11.9,6.4,0.13,5.7
2021-05-29,18.1,12.2,5.8,0.02,8.7
2021-05-30,17.9,11.2,3.6,0.07,13.5
2021-05-31,18.8,11.7,3.1,0,14.2
2021-06-01,21.4,17.0,3.4,0.02,14.3
2021-06-02,24.8,16.3,4.3,0.02,14.3
2021-06-03,26.4,18.3,7.9,0,13.5
2021-06-04,26.8,18.5,10.3,0.34,6.6
2021-06-05,23.9,18.1,13.1,0.5,9.7
2021-06-06,17.9,15.0,12.9,10.96,0.0
2021-06-07,24.4,18.5,14.0,0.09,5.8
2021-06-08,25.4,18.3,12.6,0.13,8.9
2021-06-09,25.7,17.4,11.4,0.07,8.3
2021-06-10,25.3,18.1,12.8,2.47,8.6
2021-06-11,25.2,18.7,12.6,0.1,13.6
2021-06-12,26.5,20.7,13.8,0.58,11.1
2021-06-13,22.9,17.8,9.5,0.02,14.0
2021-06-14,24.9,16.8,8.3,0,14.4
2021-06-15,27.5,18.8,8.0,0,13.9
2021-06-16,29.5,21.1,11.1,0,14.1
2021-06-17,31.3,22.2,11.0,0,14.5
2021-06-18,32.2,23.2,12.9,0,13.2
2021-06-19,31.5,24.5,16.8,0,12.2
2021-06-20,29.1,23.2,16.8,0,5.6
2021-06-21,29.5,22.7,15.7,44.55,10.7
2021-06-22,25.9,20.0,14.9,13.72,7.3
2021-06-23,25.7,19.6,14.0,23.81,6.7
2021-06-24,23.9,17.6,13.3,20.98,7.0
2021-06-25,23.2,16.8,13.8,0.88,5.5
2021-06-26,24.6,18.4,11.4,0.04,12.3
2021-06-27,27.1,20.1,12.1,0.01,13.1
2021-06-28,29.7,22.4,14.1,15.6,12.7
2021-06-29,25.6,17.9,12.9,23.74,6.3
2021-06-30,18.7,15.0,12.8,4.46,4.3
2021-07-01,17.1,14.0,11.5,1.51,0.1
2021-07-02,22.1,16.7,12.6,0,7.8
2021-07-03,24.8,18.2,10.0,0.21,12.8
2021-07-04,23.0,17.8,14.6,9.81,2.4
2021-07-05,22.9,18.2,13.1,0.01,6.1
2021-07-06,31.2,20.7,12.4,13.9,11.7
2021-07-07,21.1,18.2,16.5,3.27,0.5
2021-07-08,19.8,17.0,14.7,21.31,0.3
2021-07-09,20.2,15.9,12.5,1.99,3.6
2021-07-10,24.4,17.8,10.0,1.21,13.0
2021-07-11,21.7,16.3,11.9,3.76,6.4
2021-07-12,26.0,18.5,10.7,0,10.5
2021-07-13,22.5,16.4,13.5,17.79,1.7
2021-07-14,20.4,15.7,13.1,0.53,1.8
2021-07-15,19.8,16.3,13.8,3.94,2.7
2021-07-16,24.4,18.2,11.4,0.06,6.8
2021-07-17,21.7,18.9,16.0,2.45,0.1
2021-07-18,25.1,19.6,15.7,0.73,4.1
2021-07-19,26.8,19.7,13.5,0.24,9.6
2021-07-20,24.2,18.3,12.8,2.43,12.8
2021-07-21,25.6,18.4,10.4,0,13.8
2021-07-22,26.4,19.0,10.8,0,12.3
2021-07-23,27.9,20.8,13.7,0,11.1
2021-07-24,26.8,19.2,12.0,9.33,6.8
2021-07-25,23.2,18.7,14.7,0.86,4.3
2021-07-26,26.6,20.6,15.3,7.93,4.5
2021-07-27,25.6,19.9,13.7,0.97,9.9
2021-07-28,20.9,18.1,14.7,17.14,2.2
2021-07-29,26.0,21.7,13.6,0,12.1
2021-07-30,28.6,21.0,13.1,0.17,11.6
2021-07-31,23.8,19.6,16.0,0.38,3.4
2021-08-01,17.9,15.0,13.0,20.06,0.1
2021-08-02,22.1,16.3,12.3,1.97,7.7
2021-08-03,23.3,16.5,10.6,1.85,7.5
2021-08-04,18.0,14.8,13.0,9.77,0.4
2021-08-05,21.8,15.7,12.6,7.62,3.2
2021-08-06,23.3,17.2,11.7,3.06,7.4
2021-08-07,26.1,17.1,11.5,7.09,6.2
2021-08-08,20.3,16.1,13.0,0.32,0.9
2021-08-09,24.3,17.4,11.5,0.1,9.7
2021-08-10,27.3,19.4,11.0,0.09,12.7
2021-08-11,27.7,20.4,13.6,0.02,11.4
2021-08-12,29.9,24.7,13.0,0,12.8
2021-08-13,30.5,23.6,16.2,0.01,11.4
2021-08-14,29.9,23.7,18.1,0,12.0
2021-08-15,29.9,21.8,16.8,5,9.3
2021-08-16,22.3,17.9,12.0,14.24,1.4
2021-08-17,18.8,13.8,9.8,4.5,8.9
2021-08-18,20.0,15.0,11.0,0.01,2.8
2021-08-19,22.5,17.7,14.1,0,3.4
2021-08-20,24.5,18.4,13.0,0.01,7.2
2021-08-21,26.9,18.8,10.5,0,11.8
2021-08-22,23.2,17.7,14.0,9.49,1.3
2021-08-23,19.9,15.6,12.9,12.52,3.5
2021-08-24,18.3,14.6,12.0,0.36,0.6
2021-08-25,19.7,14.4,10.2,0,11.6
2021-08-26,15.7,13.1,10.9,4.87,1.5
2021-08-27,17.6,13.4,10.8,5.04,4.9
2021-08-28,16.2,12.4,10.0,9.09,1.4
2021-08-29,16.2,12.6,9.6,11.72,1.1
2021-08-30,17.5,13.8,12.3,23.21,2.2
2021-08-31,19.2,14.6,11.9,1.14,3.3
2021-09-01,20.3,13.8,8.3,0,9.3
2021-09-02,21.7,14.1,6.1,0,11.9
2021-09-03,23.0,14.9,7.7,0,11.9
2021-09-04,23.7,15.0,7.0,0,11.8
2021-09-05,24.0,15.3,7.5,0,11.8
2021-09-06,24.0,15.0,7.2,0,11.7
2021-09-07,23.7,14.9,7.6,0.01,7.9
2021-09-08,24.9,15.8,7.5,0,11.7
2021-09-09,26.2,18.3,10.4,0,10.9
2021-09-10,25.9,18.7,11.9,0,10.7
2021-09-11,21.7,17.5,12.7,1.39,4.5
2021-09-12,24.1,16.9,11.2,0,7.8
2021-09-13,24.7,17.5,11.6,0,10.6
2021-09-14,26.8,18.3,10.7,0,11.2
2021-09-15,22.2,17.5,12.5,8.59,0.7
2021-09-16,22.1,17.2,12.3,4.04,0.7
2021-09-17,18.8,13.3,8.2,0,3.1
2021-09-18,20.8,13.0,6.1,0,9.2
2021-09-19,19.3,12.4,7.2,0,3.7
2021-09-20,16.5,11.8,8.4,0,3.3
2021-09-21,15.4,11.0,6.0,0,0.5
2021-09-22,16.4,9.8,4.3,0,5.1
2021-09-23,22.0,13.2,3.9,0,10.6
2021-09-24,22.3,15.0,9.2,0,10.6
2021-09-25,24.9,15.5,6.5,0.01,10.5
2021-09-26,25.2,18.5,13.3,10.29,6.3
2021-09-27,22.8,16.7,12.5,6.91,6.1
2021-09-28,17.1,14.6,13.2,0.04,0.4
2021-09-29,18.8,14.8,10.8,0.43,2.4
2021-09-30,15.6,10.7,4.4,0,6.6
2021-10-01,20.1,13.2,2.8,0,10.0
2021-10-02,22.5,14.0,6.6,0,8.9
2021-10-03,26.2,16.3,7.7,0,9.2
2021-10-04,15.2,12.7,10.5,0,0.6
2021-10-05,14.2,12.0,10.7,5,0.2
2021-10-06,14.8,10.6,6.7,0.8,3.4
2021-10-07,11.8,9.3,5.8,0.09,0.0
2021-10-08,14.7,10.3,7.0,0.47,0.9
2021-10-09,14.7,8.3,3.6,0,6.2
2021-10-10,13.0,5.8,-0.2,0,8.6
2021-10-11,13.7,6.6,-0.9,0.71,8.3
2021-10-12,10.0,8.1,6.4,9.51,0.0
2021-10-13,11.8,6.4,3.5,2.39,2.6
2021-10-14,11.1,6.6,2.5,0,0.0
2021-10-15,16.0,8.0,0.2,0,7.9
2021-10-16,15.4,8.5,2.4,0,4.7
2021-10-17,12.3,5.2,0.5,0,5.5
2021-10-18,10.0,6.7,5.0,0.14,0.3
2021-10-19,15.1,9.3,1.7,0.07,0.0
2021-10-20,22.0,13.0,5.4,0.02,5.6
2021-10-21,17.0,12.7,9.4,0.71,5.3
2021-10-22,11.7,7.4,3.7,2.29,2.2
2021-10-23,12.2,5.9,1.1,0.01,3.2
2021-10-24,13.1,4.8,-0.7,0.0,7.2
2021-10-25,10.7,3.7,-1.6,0.0,1.9
2021-10-26,14.1,6.1,-0.3,1.15,1.5
2021-10-27,14.5,6.9,0.5,0.02,6.9
2021-10-28,12.1,6.3,3.4,0.17,3.7
2021-10-29,5.8,3.8,0.3,0.1,0.1
2021-10-30,11.7,5.3,-0.1,0.07,3.0
2021-10-31,18.2,9.0,2.4,0.0,7.3
2021-11-01,10.5,6.3,1.9,12.58,0.0
2021-11-02,12.1,6.8,1.8,2.99,3.3
2021-11-03,7.5,6.7,-1.0,0.77,0.0
2021-11-04,7.1,5.0,2.9,8.18,0.2
2021-11-05,10.0,4.7,0.2,0.09,2.6
2021-11-06,9.7,4.6,1.5,0.07,5.3
2021-11-07,11.2,5.4,0.6,0.05,5.0
2021-11-08,9.4,4.4,-2.1,0.0,4.7
2021-11-09,8.2,1.7,-3.5,0.0,7.1
2021-11-10,6.8,1.9,-2.5,0.0,2.2
2021-11-11,5.2,1.5,-1.4,0.0,1.3
2021-11-12,3.3,2.1,0.0,0.18,0.0
2021-11-13,6.7,4.5,1.9,5.11,0.0
2021-11-14,7.8,6.2,4.4,0.03,0.0
2021-11-15,4.9,4.3,3.6,0.0,0.0
2021-11-16,4.7,4.1,3.7,0.12,0.1
2021-11-17,5.6,4.2,3.1,0.04,0.0
2021-11-18,7.5,4.1,-0.3,0.36,0.1
2021-11-19,9.2,3.3,-0.7,0.0,3.2
2021-11-20,6.8,4.5,3.1,0.19,0.0
2021-11-21,4.0,2.0,-0.5,0.05,1.5
2021-11-22,4.7,3.4,2.2,2.38,0.0
2021-11-23,5.3,1.8,-1.9,0.0,4.1
2021-11-24,0.4,-1.2,-4.2,0.0,0.0
2021-11-25,-0.3,-1.1,-1.5,0.0,0.0
2021-11-26,0.6,-0.7,-1.8,0.24,0.0
2021-11-27,4.0,1.5,-1.2,0.2,0.0
2021-11-28,2.3,0.3,-0.7,1.6,0.1
2021-11-29,1.3,-0.4,-1.4,1.47,0.6
2021-11-30,4.9,1.4,-0.3,1.15,0.0
2021-12-01,9.8,7.1,4.8,0.05,1.0
2021-12-02,7.1,3.4,0.1,3.59,0.9
2021-12-03,1.9,-0.8,-3.7,0.58,2.6
2021-12-04,8.1,3.2,-2.5,8.86,0.0
2021-12-05,5.2,1.7,-1.7,1.46,0.1
2021-12-06,1.8,0.1,-1.9,0.01,0.0
2021-12-07,4.5,0.1,-2.9,1.57,2.1
2021-12-08,0.2,-1.2,-4.3,1.28,0.1
2021-12-09,1.8,0.8,-0.1,4.49,0.0
2021-12-10,2.3,-0.1,-3.9,3.58,2.4
2021-12-11,2.4,1.3,-1.0,0.31,0.1
2021-12-12,4.8,2.4,-0.9,0.62,1.8
2021-12-13,5.4,3.8,2.0,3.35,0.0
2021-12-14,4.5,2.6,0.4,0.9,0.3
2021-12-15,4.7,3.4,2.4,0.13,0.0
2021-12-16,5.2,3.0,1.2,0.19,0.1
2021-12-17,4.9,2.8,0.6,0.03,0.3
2021-12-18,0.7,-0.1,-1.7,0.0,0.0
2021-12-19,0.5,-0.8,-1.8,0.0,0.0
2021-12-20,5.7,0.3,-4.9,0.04,1.6
2021-12-21,-0.3,-7.2,-8.4,0.0,1.1
2021-12-22,-0.8,-6.4,-10.7,0.0,2.8
2021-12-23,8.8,-2.6,-10.1,1.13,0.1
2021-12-24,9.3,7.4,4.5,5.12,0.0
2021-12-25,9.5,5.8,1.6,4.24,0.0
2021-12-26,1.8,1.1,0.1,1.24,0.0
2021-12-27,6.7,2.0,0.2,0.83,2.6
2021-12-28,9.8,4.5,-0.3,12.69,0.1
2021-12-29,10.4,7.8,5.8,11.25,0.6
2021-12-30,14.0,12.0,9.7,1.39,0.0
2021-12-31,15.7,11.8,8.0,0.0,4.4
2022-01-01,13.5,3.5,0.4,0.0,5.2
2022-01-02,15.0,7.0,-1.4,0.0,3.0
2022-01-03,11.7,10.2,7.6,0.06,0.0
2022-01-04,16.4,9.4,4.0,6.4,0.1
2022-01-05,4.0,1.9,0.4,8.46,0.0
2022-01-06,3.5,0.4,-3.3,0.39,2.1
2022-01-07,0.8,-2.1,-6.2,1.58,1.0
2022-01-08,2.7,-0.3,-4.3,0.77,0.9
2022-01-09,3.9,1.7,-0.8,3.35,0.0
2022-01-10,2.2,1.4,0.8,0.08,0.0
2022-01-11,2.6,0.9,-1.5,0.0,0.15
2022-01-12,-0.9,-2.2,-3.2,0.0,0.5
2022-01-13,2.6,-1.3,-3.7,0.0,6.68
2022-01-14,8.2,1.7,-3.2,0.0,8.12
2022-01-15,-0.2,-1.8,-5.4,0.0,0.0
2022-01-16,4.5,0.6,-1.9,0.01,5.8
2022-01-17,5.9,3.2,1.3,0.01,0.7
2022-01-18,4.6,1.4,-2.0,0.2,0.2
2022-01-19,6.3,1.0,-4.4,0.0,4.0
2022-01-20,3.7,1.1,-1.5,1.99,0.5
2022-01-21,1.4,-0.8,-3.2,0.8,3.4
2022-01-22,1.1,0.1,-1.2,3.04,0.0
2022-01-23,2.7,0.9,-2.2,0.0,0.0
2022-01-24,3.0,-1.3,-4.5,0.0,1.8
2022-01-25,2.0,-1.0,-2.0,0.0,2.3
2022-01-26,2.2,-0.4,-1.9,0.0,4.5
2022-01-27,5.3,1.1,-2.5,0.62,6.8
2022-01-28,3.4,2.1,0.5,1.77,0.2
2022-01-29,7.5,4.1,0.6,0.0,0.8
2022-01-30,8.3,4.7,0.2,0.21,5.4
2022-01-31,4.0,2.0,0.2,3.64,1.4
2022-02-01,3.0,1.3,0.1,1.61,0.0
2022-02-02,6.0,3.7,2.1,5.42,0.4
