date,tmax,tmit,tmin,rain,sunshine
2022-02-03,9.9,5.2,0.5,0.14,2.3
2022-02-04,8.2,4.0,-0.4,0.0,1.1
2022-02-05,7.1,3.1,-0.3,0.87,6.7
2022-02-06,7.4,4.6,0.8,0.26,2.2
2022-02-07,2.7,1.5,0.4,7.18,1.0
2022-02-08,9.6,4.1,-0.7,0.0,2.5
2022-02-09,12.5,4.3,-1.8,0.0,7.9
2022-02-10,13.6,4.7,-3.8,0.0,6.1
2022-02-11,5.8,3.3,-0.8,4.36,2.2
2022-02-12,6.5,-0.2,-5.5,0.0,8.1
2022-02-13,11.4,1.4,-5.9,0.0,8.3
2022-02-14,12.2,3.8,-3.5,0.0,3.4
2022-02-15,6.4,4.6,2.8,2.6,0.0
2022-02-16,11.3,6.2,0.5,1.13,0.2
2022-02-17,12.7,10.7,7.0,1.3,1.4
2022-02-18,15.1,9.6,6.3,0.84,0.0
2022-02-19,9.1,5.6,2.7,0.0,5.2
2022-02-20,11.0,7.0,2.2,0.0,3.1
2022-02-21,10.4,5.9,1.4,1.88,1.9
2022-02-22,8.0,5.0,1.3,0.88,4.2
2022-02-23,11.1,6.2,-1.6,0.83,8.6
2022-02-24,14.5,5.9,-2.9,0.0,6.9
2022-02-25,6.9,2.6,0.6,0.33,5.8
2022-02-26,5.0,1.4,-3.0,0.13,1.8
2022-02-27,6.2,0.9,-4.5,0.0,8.4
2022-02-28,7.1,0.5,-7.1,0.0,9.4
2022-03-01,7.1,0.0,-5.4,0.0,9.4
2022-03-02,5.4,-1.3,-7.9,0.0,3.2
2022-03-03,10.0,0.6,-8.0,0.0,8.5
2022-03-04,7.1,0.0,-7.3,0.0,8.5
2022-03-05,5.4,-0.3,-5.0,0.0,6.2
2022-03-06,4.6,-0.1,-3.7,0.0,7.0
2022-03-07,2.0,-1.4,-4.0,0.0,2.2
2022-03-08,7.3,0.5,-5.5,0.0,9.4
2022-03-09,11.9,1.6,-7.7,0.0,10.4
2022-03-10,12.6,1.8,-6.4,0.0,10.3
2022-03-11,9.4,2.4,-3.4,0.0,10.4
2022-03-12,12.5,3.5,-5.4,0.0,9.9
2022-03-13,15.4,5.3,-5.1,0.0,10.5
2022-03-14,15.7,7.3,-2.1,0.0,8.8
2022-03-15,11.8,6.5,0.9,4.82,0.0
2022-03-16,11.8,7.2,4.0,0.53,3.6
2022-03-17,8.8,6.0,2.2,0.0,0.0
2022-03-18,12.5,6.8,2.3,0.01,5.5
2022-03-19,10.4,5.7,1.0,0.0,10.5
2022-03-20,14.1,6.5,-1.8,0.0,10.6
2022-03-21,14.4,5.3,-4.2,0.01,10.5
2022-03-22,16.6,6.1,-4.2,0.02,11.2
2022-03-23,19.1,7.1,-3.7,0.04,11.2
2022-03-24,19.5,8.4,-2.3,0.0,11.3
2022-03-25,18.5,9.3,-1.4,0.01,11.2
2022-03-26,18.1,9.1,-1.1,0.01,11.2
2022-03-27,19.6,8.4,-2.3,0.0,11.4
2022-03-28,20.4,9.9,-0.9,0.0,11.2
2022-03-29,18.1,11.5,2.0,0.0,3.8
2022-03-30,11.8,9.6,6.3,0.81,0.0
2022-03-31,9.9,7.3,5.7,2.43,0.0
2022-04-01,5.8,2.5,0.3,15.29,0.0
2022-04-02,0.5,-0.7,-1.6,5.5,0.0
2022-04-03,2.7,-0.4,-2.6,0.44,1.6
2022-04-04,7.7,1.8,-6.1,1.46,10.5
2022-04-05,10.1,6.4,2.3,2.99,0.0
2022-04-06,17.6,11.8,7.3,0.0,7.9
2022-04-07,15.9,11.8,7.9,4.53,4.8
2022-04-08,15.0,9.1,6.2,6.17,0.5
2022-04-09,13.1,5.1,1.7,2.5,5.7
2022-04-10,8.4,3.7,0.4,0.03,4.8
2022-04-11,14.3,6.0,-1.8,0.0,11.2
2022-04-12,20.0,10.0,-1.1,0.0,10.2
2022-04-13,20.8,11.6,1.5,0.01,10.8
2022-04-14,22.5,14.2,4.7,0.12,11.6
2022-04-15,19.8,14.0,7.8,1.98,8.2
2022-04-16,12.1,6.7,1.6,0.0,4.7
2022-04-17,11.9,5.6,-1.3,0.0,12.2
2022-04-18,14.3,6.5,-2.3,0.0,12.5
2022-04-19,15.5,7.6,1.1,0.0,4.8
2022-04-20,14.0,6.5,-0.7,0.0,12.6
2022-04-21,16.1,8.6,-0.2,0.0,9.7
2022-04-22,16.4,9.7,3.3,0.03,8.2
2022-04-23,15.0,9.8,6.9,0.0,1.9
2022-04-24,13.1,9.6,7.4,3.47,0.5
2022-04-25,16.1,10.1,7.5,1.72,4.4
2022-04-26,11.9,8.3,4.7,8.46,1.8
2022-04-27,14.5,8.4,2.9,0.02,5.1
2022-04-28,17.3,9.8,1.0,0.02,12.3
2022-04-29,18.8,10.8,0.6,0.0,11.2
2022-04-30,13.8,9.8,4.5,0.69,1.5
2022-05-01,13.1,9.1,4.5,0.44,0.2
2022-05-02,18.1,10.9,2.0,4.29,9.1
2022-05-03,20.7,13.6,7.1,0.79,9.2
2022-05-04,20.5,13.3,9.5,6.34,5.1
2022-05-05,20.1,14.4,8.1,0.12,6.3
2022-05-06,14.0,11.8,10.2,10.76,0.0
2022-05-07,16.0,12.3,10.9,3.29,0.2
2022-05-08,17.6,13.4,9.8,0.52,0.1
2022-05-09,22.2,14.8,6.9,0.04,11.3
2022-05-10,24.6,16.0,6.8,0.09,12.0
2022-05-11,26.9,22.5,10.6,0.02,13.4
2022-05-12,26.4,20.7,14.6,8.81,9.8
2022-05-13,20.1,15.8,10.5,13.62,3.8
2022-05-14,22.7,15.7,8.7,0.03,12.9
2022-05-15,24.8,16.6,7.0,0.01,13.4
2022-05-16,24.0,16.0,9.7,12.55,4.7
2022-05-17,23.4,17.2,11.1,0.04,10.3
2022-05-18,24.0,17.4,9.2,0.01,13.6
2022-05-19,29.2,20.1,8.9,1.18,11.6
2022-05-20,31.3,23.2,13.5,0.02,11.9
2022-05-21,22.7,18.1,10.4,3.54,13.0
2022-05-22,23.9,17.2,8.8,0.0,12.0
2022-05-23,26.1,17.8,13.7,16.9,6.0
2022-05-24,15.2,13.9,12.1,13.7,0.0
2022-05-25,19.5,14.2,10.5,5.81,5.0
2022-05-26,21.0,15.4,9.1,0.26,11.5
2022-05-27,22.1,16.0,9.4,2.25,8.9
2022-05-28,16.7,12.1,5.3,0.06,9.7
2022-05-29,13.7,8.3,3.1,1.95,3.8
2022-05-30,18.0,10.5,2.4,0.28,11.2
2022-05-31,22.9,14.2,5.8,0.1,7.9
2022-06-01,23.3,16.0,9.8,1.18,7.3
2022-06-02,23.4,16.8,9.7,0.02,7.9
2022-06-03,26.2,18.0,9.8,12.97,7.1
2022-06-04,25.9,19.6,12.0,0.24,11.0
2022-06-05,23.5,17.8,14.0,9.5,2.8
2022-06-06,24.5,18.4,11.2,0.12,8.8
2022-06-07,18.7,15.4,13.0,13.71,1.1
2022-06-08,23.4,17.5,12.6,5.51,11.0
2022-06-09,18.9,14.4,12.2,5.12,2.3
2022-06-10,22.8,16.0,11.1,0.01,10.4
2022-06-11,25.1,17.7,8.7,0.02,13.5
2022-06-12,28.2,20.2,10.4,0.02,14.3
2022-06-13,22.5,17.7,10.9,10.5,9.6
2022-06-14,23.5,16.8,8.4,0.03,14.3
2022-06-15,28.5,19.2,8.4,0.0,13.6
2022-06-16,28.2,21.0,13.4,0.04,11.9
2022-06-17,25.9,19.3,11.5,0.0,13.8
2022-06-18,31.0,22.5,11.2,0.0,13.8
2022-06-19,33.9,25.6,15.4,0.0,13.9
2022-06-20,30.3,22.9,16.8,0.69,8.1
2022-06-21,24.9,18.6,12.9,1.16,8.4
2022-06-22,21.3,18.8,15.0,8.54,0.6
2022-06-23,27.5,22.7,17.6,0.22,13.3
2022-06-24,24.7,18.7,14.1,18.64,2.6
2022-06-25,25.1,18.8,14.1,1.07,10.4
2022-06-26,28.4,21.6,13.3,0.0,13.0
2022-06-27,30.0,16.5,14.9,10.23,12.2
2022-06-28,21.9,18.5,15.6,0.52,3.4
2022-06-29,24.8,19.6,15.5,0.01,4.2
2022-06-30,28.9,21.2,14.7,0.12,10.2
2022-07-01,18.6,14.9,9.2,1.91,0.8
2022-07-02,23.9,16.1,7.9,0.01,11.6
2022-07-03,30.0,21.6,11.4,0.0,14.3
2022-07-04,26.5,21.8,17.4,11.26,5.03
2022-07-05,26.4,20.7,13.7,0.39,12.1
2022-07-06,25.7,19.6,12.9,0.02,13.1
2022-07-07,19.6,15.7,13.4,3.24,0.2
2022-07-08,19.5,16.1,10.1,0.0,9.6
2022-07-09,23.7,17.5,8.9,0.03,3.8
2022-07-10,20.4,15.9,8.8,0.53,9.3
2022-07-11,21.8,15.6,7.9,0.0,1.8
2022-07-12,25.4,18.7,11.8,0.0,12.9
2022-07-13,29.9,23.6,10.7,0.0,9.7
2022-07-14,33.5,25.3,16.7,0.31,11.3
2022-07-15,26.0,20.8,15.5,0.53,12.5
2022-07-16,25.9,19.2,11.4,0.0,14.0
2022-07-17,27.3,18.9,9.1,0.0,14.1
2022-07-18,29.6,20.8,9.9,0.0,13.2
2022-07-19,32.1,22.6,11.3,0.0,14.0
2022-07-20,35.6,25.5,12.8,0.0,11.5
2022-07-21,25.3,20.7,17.0,1.08,2.7
2022-07-22,31.4,23.6,13.8,0.01,13.7
2022-07-23,27.2,21.8,17.0,5.61,3.7
2022-07-24,30.2,23.6,16.9,0.0,12.7
2022-07-25,34.9,25.3,14.3,14.39,12.9
2022-07-26,24.6,20.0,16.5,4.98,3.0
2022-07-27,25.3,20.3,14.4,0.0,6.1
2022-07-28,27.4,20.8,13.5,0.0,13.0
2022-07-29,27.6,20.8,15.5,8.52,7.0
2022-07-30,25.8,20.1,14.4,2.45,8.8
2022-07-31,27.8,20.9,13.3,0.01,6.0
2022-08-01,27.8,21.9,17.1,0.5,6.9
2022-08-02,29.0,21.3,15.6,0.04,9.3
2022-08-03,31.4,22.9,13.0,0.0,13.6
2022-08-04,33.8,24.4,13.5,0.02,13.3
2022-08-05,31.9,24.5,16.1,7.05,9.3
2022-08-06,19.9,17.3,14.3,5.01,0.0
2022-08-07,23.6,18.4,13.4,0.05,8.6
2022-08-08,25.5,20.9,11.6,0.0,12.0
2022-08-09,26.6,21.6,10.9,0.0,13.0
2022-08-10,26.6,19.0,13.1,0.0,13.1
2022-08-11,27.1,20.3,12.2,0.0,13.0
2022-08-12,26.1,18.8,10.6,0.24,11.1
2022-08-13,26.7,18.5,9.6,0.01,10.1
2022-08-14,30.0,20.7,10.5,0.0,12.6
2022-08-15,28.5,20.1,16.2,0.0,6.2
2022-08-16,29.4,21.7,14.0,0.0,11.5
2022-08-17,32.0,22.9,12.2,3.32,10.6
2022-08-18,26.4,20.6,15.5,1.88,5.7
2022-08-19,21.8,18.5,16.5,9.71,1.5
2022-08-20,20.4,16.9,15.0,45.59,0.2
2022-08-21,25.1,18.5,12.7,0.13,10.8
2022-08-22,24.5,17.2,10.6,0.0,11.9
2022-08-23,25.9,17.3,8.7,0.0,12.4
2022-08-24,25.9,19.5,9.2,0.05,10.9
2022-08-25,28.1,20.5,13.4,0.0,9.6
2022-08-26,28.2,20.7,14.8,0.76,6.0
2022-08-27,25.0,19.6,16.8,9.6,3.6
2022-08-28,22.4,17.9,15.0,6.97,0.9
2022-08-29,25.5,18.1,12.0,0.0,10.2
2022-08-30,26.5,19.4,11.3,0.0,11.4
2022-08-31,19.9,16.3,14.4,3.24,0.1
2022-09-01,21.7,15.8,10.4,0.08,6.2
2022-09-02,21.8,15.3,8.8,0.04,11.8
2022-09-03,23.8,15.1,9.9,4.06,3.9
2022-09-04,25.3,17.4,10.8,0.0,10.3
2022-09-05,26.8,18.0,10.0,0.0,10.9
2022-09-06,27.7,22.1,11.2,0.0,7.2
2022-09-07,28.2,20.3,14.8,1.11,9.3
2022-09-08,21.9,16.7,12.3,4.54,3.4
2022-09-09,20.1,14.8,11.4,0.63,1.7
2022-09-10,18.4,14.0,11.4,10.02,1.8
2022-09-11,19.1,14.4,10.0,2.84,1.6
2022-09-12,22.5,14.4,7.0,0.0,11.4
2022-09-13,26.2,17.0,7.5,0.01,7.7
2022-09-14,26.7,19.4,15.3,2.34,3.6
2022-09-15,22.2,17.0,12.3,3.4,2.3
2022-09-16,14.0,11.9,9.6,6.13,0.3
2022-09-17,13.3,9.1,6.8,2.4,3.2
2022-09-18,12.8,9.7,6.8,1.11,0.2
2022-09-19,13.5,9.4,5.9,4.61,2.4
2022-09-20,14.9,9.6,4.8,0.69,3.3
2022-09-21,16.1,8.5,1.7,0.0,9.8
2022-09-22,16.5,7.9,1.1,0.0,10.0
2022-09-23,18.5,9.1,0.0,0.0,10.2
2022-09-24,14.9,11.5,6.7,1.84,0.2
2022-09-25,16.0,12.0,10.1,1.15,0.7
2022-09-26,15.8,11.8,9.6,2.3,4.2
2022-09-27,12.2,9.4,7.1,13.44,3.1
2022-09-28,9.6,8.1,6.5,7.8,0.0
2022-09-29,10.7,8.1,6.3,2.75,0.0
2022-09-30,13.7,9.9,6.4,0.02,0.7
2022-10-01,12.9,10.4,6.1,6.52,0.4
2022-10-02,18.7,12.4,10.1,23.79,0.5
2022-10-03,15.0,9.4,3.7,0.15,3.8
2022-10-04,16.9,8.4,1.6,0.0,8.1
2022-10-05,23.0,12.6,3.1,0.0,8.7
2022-10-06,20.8,13.3,6.8,0.0,7.3
2022-10-07,17.0,11.7,7.3,0.0,4.3
2022-10-08,17.0,11.1,6.5,1.2,0.8
2022-10-09,13.9,8.8,3.7,0.0,0.0
2022-10-10,18.7,12.3,5.1,0.06,2.5
2022-10-11,17.3,13.4,8.6,0.08,0.5
2022-10-12,14.2,11.1,6.5,0.0,0.0
2022-10-13,16.0,10.6,4.4,1.89,0.9
2022-10-14,18.3,13.7,10.9,2.96,4.1
2022-10-15,20.1,14.9,11.8,16.11,2.4
2022-10-16,25.4,13.8,9.9,0.03,7.6
2022-10-17,24.4,14.1,7.2,0.0,8.0
2022-10-18,23.0,14.3,7.8,0.07,5.1
2022-10-19,17.7,13.3,9.0,0.01,1.3
2022-10-20,16.1,12.6,8.2,0.0,3.3
2022-10-21,16.0,12.8,9.7,1.2,0.0
2022-10-22,18.7,13.1,9.0,6.82,3.2
2022-10-23,20.2,12.7,5.8,0.19,6.3
2022-10-24,17.0,13.3,9.5,15.35,0.0
2022-10-25,18.9,12.1,7.1,0.02,7.1
2022-10-26,19.4,13.3,7.2,0.28,0.8
2022-10-27,21.6,12.4,5.4,0.0,7.7
2022-10-28,24.3,14.0,6.7,0.0,5.1
2022-10-29,24.8,14.7,8.9,0.0,5.0
2022-10-30,23.1,12.7,6.0,0.0,6.7
2022-10-31,18.9,11.0,5.2,0.0,4.7
2022-11-01,18.0,11.0,4.6,0.0,1.2
2022-11-02,15.4,9.4,3.1,0.0,3.1
2022-11-03,10.3,6.4,2.1,0.0,1.4
2022-11-04,11.4,7.2,2.8,5.53,0.1
2022-11-05,9.9,6.7,3.4,2.26,0.2
2022-11-06,10.4,5.0,-0.3,0.01,4.0
2022-11-07,15.7,9.4,3.6,0.15,6.5
2022-11-08,16.3,6.7,-0.3,0.0,6.7
2022-11-09,17.0,8.7,1.8,2.21,2.7
2022-11-10,13.8,8.9,2.3,4.72,5.4
2022-11-11,11.9,4.6,-0.3,0.0,5.3
2022-11-12,5.7,3.3,1.1,0.07,0.6
2022-11-13,11.9,4.0,0.2,0.04,0.0
2022-11-14,8.8,4.2,1.7,0.13,0.0
2022-11-15,14.3,5.9,-0.4,0.0,0.0
2022-11-16,10.7,5.4,0.5,2.32,0.0
2022-11-17,13.4,6.0,0.0,3.08,0.0
2022-11-18,8.7,6.6,4.4,11.86,0.0
2022-11-19,9.0,6.1,4.3,2.17,0.0
2022-11-20,8.0,5.2,2.3,2.23,0.0
2022-11-21,8.2,2.1,0.1,2.7,0.5
2022-11-22,6.9,4.5,0.3,2.53,0.1
2022-11-23,9.7,4.2,0.4,5.21,3.0
2022-11-24,9.1,5.8,0.1,1.57,0.8
2022-11-25,10.5,5.7,-1.0,3.86,3.5
2022-11-26,7.5,4.0,-1.6,0.01,0.8
2022-11-27,0.9,-0.4,-4.3,0.0,1.9
2022-11-28,4.9,4.0,0.2,0.82,0.7
2022-11-29,5.2,3.9,1.8,4.08,0.0
2022-11-30,3.8,2.1,0.4,0.0,0.0
2022-12-01,2.6,2.2,0.2,0.0,0.0
2022-12-02,2.8,1.0,0.3,1.46,0.0
2022-12-03,0.4,-0.4,-0.9,0.0,0.0
2022-12-04,2.6,1.0,-0.7,0.0,0.0
2022-12-05,4.3,2.9,0.5,3.23,0.0
2022-12-06,3.8,2.1,-0.8,0.0,0.2
2022-12-07,4.7,1.7,0.3,0.0,0.3
2022-12-08,3.5,0.5,-3.2,0.0,0.1
2022-12-09,0.2,-0.9,-3.2,0.46,0.0
2022-12-10,0.3,-0.4,-1.7,2.63,0.0
2022-12-11,-0.5,-2.8,-4.8,0.7,0.5
2022-12-12,-1.2,-5.4,-11.6,0.0,4.0
2022-12-13,-6.0,-8.9,-13.6,0.01,0.5
2022-12-14,0.0,-1.1,-6.8,8.98,0.0
2022-12-15,0.1,-1.8,-2.9,4.82,0.0
2022-12-16,0.1,-2.0,-3.5,6.28,0.0
2022-12-17,-3.1,-5.6,-10.0,0.0,2.4
2022-12-18,-5.4,-6.4,-7.0,0.0,0.0
2022-12-19,0.7,-3.5,-7.1,0.0,0.0
2022-12-20,2.3,-0.7,-4.0,0.0,0.0
2022-12-21,8.2,3.2,0.3,1.09,0.0
2022-12-22,11.5,8.3,2.3,3.09,0.7
2022-12-23,12.5,10.2,6.9,13.0,0.0
2022-12-24,11.4,9.2,5.9,2.52,0.9
2022-12-25,13.4,7.8,3.3,0.07,2.9
2022-12-26,15.1,8.3,3.6,8.01,1.9
2022-12-27,7.3,3.1,-1.4,0.09,4.0
2022-12-28,9.7,3.0,-2.1,0.0,0.8
2022-12-29,14.4,8.1,1.1,0.1,1.3
2022-12-30,10.4,6.7,2.5,3.71,4.6
2022-12-31,17.4,12.5,5.3,0.0,0.9
2023-01-01,18.7,9.0,3.1,0.0,4.7
2023-01-02,13.2,6.8,-0.1,0.0,2.8
2023-01-03,9.6,5.7,-0.7,0.72,0.0
2023-01-04,10.8,6.0,-1.3,0.05,1.7
2023-01-05,10.6,8.8,5.3,5.95,0.0
2023-01-06,11.1,7.1,1.3,0.01,3.9
2023-01-07,10.6,5.2,-1.5,0.0,5.3
2023-01-08,7.9,2.2,-2.3,0.0,0.8
2023-01-09,7.1,4.9,2.5,0.23,0.0
2023-01-10,5.0,2.6,-1.8,2.26,0.0
2023-01-11,11.3,5.8,-0.1,3.7,0.2
2023-01-12,9.0,6.4,2.9,0.0,0.2
2023-01-13,12.5,7.8,3.7,0.96,1.0
2023-01-14,10.4,6.1,1.9,0.16,1.2
2023-01-15,13.2,5.9,1.1,2.19,0.0
2023-01-16,6.3,2.4,-2.0,0.05,2.5
2023-01-17,4.8,1.7,-1.2,0.0,2.9
2023-01-18,3.5,0.4,-2.5,0.15,0.7
2023-01-19,1.0,-1.2,-3.4,0.09,1.4
2023-01-20,-0.1,-1.7,-3.4,0.72,0.0
2023-01-21,-1.5,-2.6,-5.5,1.64,0.0
2023-01-22,-1.0,-3.1,-5.7,0.72,0.0
2023-01-23,0.6,-1.6,-6.8,0.02,0.0
2023-01-24,2.0,1.0,0.1,0.0,0.0
2023-01-25,0.7,-0.4,-1.5,0.0,0.0
2023-01-26,-1.2,-1.5,-1.9,0.07,0.0
2023-01-27,-0.4,-1.3,-2.1,0.07,0.0
2023-01-28,0.7,-1.1,-2.4,0.84,0.0
2023-01-29,-0.1,-1.0,-3.1,0.0,0.0
2023-01-30,3.9,0.3,-4.3,0.05,1.5
2023-01-31,4.0,2.7,0.9,0.01,1.9
2023-02-01,5.2,4.0,2.8,0.01,0.0
2023-02-02,4.6,3.8,2.9,5.37,0.0
2023-02-03,7.2,5.3,3.9,2.71,0.0
2023-02-04,5.9,2.4,-2.5,1.83,0.6
2023-02-05,6.3,-0.6,-5.2,0.89,2.9
2023-02-06,1.4,-2.0,-5.6,0.01,3.0
2023-02-07,2.4,-1.5,-7.1,0.0,6.8
2023-02-08,0.6,-3.6,-7.0,0.0,7.5
2023-02-09,5.4,-3.4,-10.5,0.0,6.5
2023-02-10,5.8,-1.7,-6.9,0.04,5.7
2023-02-11,7.8,1.0,-6.3,0.0,1.3
2023-02-12,8.6,3.7,0.8,0.25,2.5
2023-02-13,2.3,0.5,-0.8,0.0,0.0
2023-02-14,0.4,-1.1,-2.4,0.0,0.0
2023-02-15,1.2,-1.4,-3.0,0.0,0.0
2023-02-16,14.2,7.9,-4.6,0.0,7.5
2023-02-17,14.9,11.0,7.5,0.0,1.5
2023-02-18,14.5,11.9,9.8,0.0,4.3
2023-02-19,11.3,9.2,7.4,0.44,1.6
2023-02-20,15.6,9.3,5.1,0.0,7.2
2023-02-21,16.8,8.1,0.7,0.0,8.7
2023-02-22,16.6,7.2,-1.1,0.0,7.2
2023-02-23,12.3,7.3,2.7,0.0,0.3
2023-02-24,10.2,6.2,1.6,8.25,0.2
2023-02-25,6.4,1.7,-1.7,10.04,2.6
2023-02-26,2.9,-1.7,-5.9,0.46,2.2
2023-02-27,0.9,-1.4,-2.8,0.0,1.2
2023-02-28,4.2,1.5,-3.9,0.0,5.6
2023-03-01,7.6,2.3,-1.9,0.0,6.2
2023-03-02,12.4,3.9,-1.9,0.0,9.3
2023-03-03,9.0,4.3,-1.5,0.0,4.0
2023-03-04,6.4,1.0,-1.8,0.0,9.3
2023-03-05,2.9,1.1,-1.1,0.0,0.0
2023-03-06,4.2,1.7,-1.2,0.0,0.0
2023-03-07,8.3,4.1,0.7,0.0,8.6
2023-03-08,12.7,6.6,0.3,1.11,0.9
2023-03-09,14.7,10.0,3.8,2.68,5.2
2023-03-10,13.8,7.8,2.1,1.71,1.9
2023-03-11,4.9,1.5,-2.2,0.0,6.9
2023-03-12,10.4,3.7,-2.8,0.71,0.6
2023-03-13,20.6,10.8,3.1,0.09,6.4
2023-03-14,13.3,8.3,3.8,4.2,0.2
2023-03-15,7.1,2.6,-0.8,4.81,0.0
2023-03-16,10.2,3.0,-3.4,0.0,6.6
2023-03-17,16.2,6.8,-1.9,0.0,9.1
2023-03-18,19.0,8.6,0.2,0.02,6.2
2023-03-19,14.4,8.4,2.1,3.02,2.0
2023-03-20,14.3,9.1,4.6,0.04,2.8
2023-03-21,16.2,10.2,5.1,0.0,4.0
2023-03-22,20.0,12.0,4.3,0.0,10.2
2023-03-23,18.9,12.6,5.3,0.05,0.4
2023-03-24,15.6,11.5,9.1,3.05,0.1
2023-03-25,12.6,9.1,7.1,1.36,4.2
2023-03-26,10.3,6.7,4.6,3.65,0.3
2023-03-27,5.8,2.9,-0.3,4.1,2.2
2023-03-28,7.6,2.3,-1.3,0.0,0.0
2023-03-29,15.6,8.4,1.2,0.38,0.9
2023-03-30,15.7,10.9,6.1,11.04,1.5
2023-03-31,15.3,9.6,6.1,7.19,3.0
2023-04-01,11.9,8.7,7.0,1.24,1.6
2023-04-02,10.7,6.8,1.7,2.56,0.3
2023-04-03,8.1,2.9,-0.7,0.0,2.8
2023-04-04,6.4,0.4,-4.1,0.0,5.1
2023-04-05,8.5,1.3,-5.4,0.02,10.6
2023-04-06,12.5,3.6,-5.1,0.0,9.9
2023-04-07,12.6,6.6,-0.3,0.0,1.7
2023-04-08,6.1,4.5,1.2,0.28,0.0
2023-04-09,11.9,5.9,0.3,0.0,7.5
2023-04-10,15.4,7.1,-2.5,0.0,10.7
2023-04-11,13.0,8.9,2.4,1.4,2.9
2023-04-12,14.2,8.4,2.2,15.91,1.4
2023-04-13,10.6,6.9,4.3,2.54,2.1
2023-04-14,10.0,5.5,3.5,11.59,0.7
2023-04-15,8.8,6.3,4.6,1.05,0.0
2023-04-16,10.4,6.6,3.1,1.07,0.4
2023-04-17,14.6,8.0,3.4,0.86,2.3
2023-04-18,11.5,8.3,5.1,0.01,0.6
2023-04-19,11.2,6.8,3.2,9.51,0.8
2023-04-20,9.5,5.7,3.2,0.38,0.0
2023-04-21,20.0,11.9,5.5,0.01,10.6
2023-04-22,22.9,14.1,3.2,0.0,11.1
2023-04-23,18.7,12.9,9.6,8.53,3.0
2023-04-24,13.9,9.8,4.2,1.74,4.0
2023-04-25,12.7,6.8,4.8,5.5,2.1
2023-04-26,12.7,7.3,3.8,0.38,3.9
2023-04-27,16.1,9.1,1.5,0.0,3.8
2023-04-28,13.7,10.1,5.4,31.89,0.0
2023-04-29,18.6,13.3,8.3,0.31,9.2
2023-04-30,17.5,12.3,8.6,0.06,6.0
2023-05-01,12.8,9.7,5.2,5.24,1.1
2023-05-02,15.3,9.7,4.4,7.5,0.7
2023-05-03,18.3,10.1,3.3,0.07,5.8
2023-05-04,20.8,12.7,4.7,0.01,12.3
2023-05-05,23.8,15.1,4.7,10.85,9.7
2023-05-06,20.9,14.3,9.5,0.07,5.5
2023-05-07,21.9,16.2,8.5,0.0,8.7
2023-05-08,17.0,13.1,8.6,0.0,2.3
2023-05-09,21.2,14.3,6.1,2.44,11.6
2023-05-10,16.1,12.0,8.9,15.77,0.7
2023-05-11,9.8,9.0,8.1,25.88,0.0
2023-05-12,13.8,10.9,8.9,0.26,0.0
2023-05-13,14.5,11.0,8.6,0.0,0.1
2023-05-14,17.9,11.2,9.0,0.15,3.0
2023-05-15,17.3,12.5,8.9,5.61,4.7
2023-05-16,12.9,10.5,8.7,10.91,0.0
2023-05-17,14.4,9.6,4.2,0.02,9.5
2023-05-18,14.3,9.7,3.6,0.0,4.8
2023-05-19,17.0,11.8,5.5,0.01,3.7
2023-05-20,22.6,16.3,9.6,0.08,7.4
2023-05-21,27.4,22.6,12.0,0.03,6.1
2023-05-22,28.4,18.6,8.6,0.01,13.0
2023-05-23,22.1,17.4,12.8,0.0,6.2
2023-05-24,18.4,13.2,10.7,0.1,2.3
2023-05-25,22.8,15.4,10.2,0.02,7.1
2023-05-26,24.2,17.3,8.3,0.0,12.8
2023-05-27,22.8,16.7,9.9,0.0,13.7
2023-05-28,23.7,16.1,8.2,0.01,13.8
2023-05-29,24.2,16.6,6.8,0.04,13.8
2023-05-30,24.5,17.4,9.4,0.0,11.3
2023-05-31,24.4,17.6,7.6,0.0,14.1
2023-06-01,26.8,18.6,8.7,0.0,11.9
2023-06-02,25.8,18.3,8.6,0.02,14.2
2023-06-03,23.8,17.4,10.8,0.01,12.4
2023-06-04,24.7,17.5,7.9,0.01,10.4
2023-06-05,23.5,18.0,13.2,0.0,7.2
2023-06-06,23.4,16.2,10.3,0.0,7.0
2023-06-07,25.7,17.4,8.6,0.0,13.2
2023-06-08,27.2,18.0,8.5,9.69,10.3
2023-06-09,26.3,19.9,11.7,0.06,13.8
2023-06-10,25.4,16.5,10.8,0.01,9.0
2023-06-11,26.0,19.7,12.3,0.01,13.7
2023-06-12,25.1,19.1,10.9,0.01,14.3
2023-06-13,24.0,16.8,8.4,0.0,14.4
2023-06-14,24.2,16.5,5.6,0.0,11.4
2023-06-15,25.1,12.9,9.4,0.02,8.8
2023-06-16,25.6,17.7,8.4,0.3,10.1
2023-06-17,27.0,18.9,8.4,0.0,13.2
2023-06-18,29.9,20.8,9.7,0.0,12.3
2023-06-19,30.3,23.2,14.6,0.25,8.1
2023-06-20,32.3,24.1,15.4,8.62,10.8
2023-06-21,28.9,22.9,16.6,0.0,11.8
2023-06-22,34.4,24.1,17.6,7.39,11.7
2023-06-23,23.7,18.3,15.3,1.87,2.6
2023-06-24,25.9,19.3,12.1,0.0,8.1
2023-06-25,28.9,19.9,9.9,0.0,14.4
2023-06-26,31.6,22.4,10.8,0.01,10.6
2023-06-27,22.3,18.9,15.7,0.11,5.5
2023-06-28,24.1,17.4,11.4,2.28,8.6
